Tour Code; Tour Description; Year; Tourn.#; Player #; Course #; Permanent Tournament #; Player First Name; Player Last Name; Round; Tournament Name;Course Name; Hole; Hole Score; Par Value; Yardage;  Shot; Shot Type(S/P/D);# of Strokes; From Location(Scorer); From Location(Laser); To Location(Scorer); To Location(Laser); Distance; Distance to Pin; In the Hole Flag; Around the Green Flag;1st Putt Flag; Distance to Hole after the Shot; Time; Lie; Elevation; Slope; X Coordinate; Y Coordinate;  Z Coordinate; Distance from Center; Distance from Edge
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;04;S;1;Green;Unknown;;;00023;00023;Y;N;;00000000000;1339;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;01;S;1;Tee Box;;Fairway;Left Fairway;10340;21312;N;N;;00000010891;1341;Good;With;Level;  8,924.9270;  9,600.7280;    496.3610;00105;00391
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;02;S;1;Fairway;Left Fairway;Fairway;Left Fairway;08176;10891;N;N;;00000002805;1347;Good;With;Level;  9,606.0160;  9,606.2230;    479.3690;00062;00191
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;03;S;1;Fairway;Left Fairway;Green;Unknown;03010;02805;N;N;;00000000239;1352;Good;With;Level;  9,849.7610;  9,547.1410;    482.9920;00126;00085
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;04;S;1;Green;Unknown;Green;Unknown;00250;00239;N;N;Y;00000000010;1354;Good;With;Level;  9,830.1970;  9,539.9860;    482.5530;00012;00115
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;05;S;1;Green;Unknown;;;00010;00010;Y;N;;00000000000;1355;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;10; 6;04;469;01;S;1;Tee Box;;Primary Rough;Right Rough;09466;16812;N;N;;00000007266;1358;Good;With;Level; 11,033.0750;  9,918.5770;    506.1660;00970;00418
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;10; 6;04;469;02;S;1;Primary Rough;Right Rough;Green Side Bunker;Front Left Green Side Bunker;06589;07266;N;Y;;00000001274;1403;N/A;With;Level; 11,581.8160;  9,928.0640;    522.8530;00914;00245
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;10; 6;04;469;03;S;1;Green Side Bunker;Front Left Green Side Bunker;Primary Rough;Right Rough;01675;01274;N;Y;;00000000400;1407;Good;With;Level; 11,643.5100;  9,803.2150;    532.0100;00330;00215
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;10; 6;04;469;04;S;1;Primary Rough;Right Rough;Green;Unknown;00503;00400;N;N;;00000000100;1408;N/A;With;Level; 11,627.6100;  9,841.9400;    530.8590;00065;00227
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;10; 6;04;469;05;S;1;Green;Unknown;Green;Unknown;00105;00100;N;N;Y;00000000003;1410;Good;With;Level; 11,632.2390;  9,834.4980;    531.0180;00005;00146
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;10; 6;04;469;06;S;1;Green;Unknown;;;00003;00003;Y;N;;00000000000;1410;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;01;S;1;Tee Box;;Green;Unknown;06774;07200;N;N;;00000000471;1413;Good;With;Level; 12,180.1880;  9,860.2910;    545.3060;00144;00363
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;02;S;1;Green;Unknown;Green;Unknown;00466;00471;N;N;Y;00000000018;1416;Good;With;Level; 12,218.9080;  9,862.8850;    546.8260;00015;00198
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;03;S;1;Green;Unknown;;;00018;00018;Y;N;;00000000000;1416;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;12; 3;04;391;01;S;1;Tee Box;;Fairway;Right Fairway;10649;13680;N;N;;00000003024;1420;Good;With;Level; 11,377.1660;  9,653.2400;    515.8630;00108;00212
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;12; 3;04;391;02;S;1;Fairway;Right Fairway;Green;Unknown;03046;03024;N;N;;00000000050;1424;Good;With;Level; 11,125.1320;  9,683.2260;    510.2220;00048;00758
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;12; 3;04;391;03;S;1;Green;Unknown;;;00050;00050;Y;N;Y;00000000000;1427;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;01;S;1;Tee Box;;Primary Rough;Right Rough;09127;15588;N;N;;00000006745;1429;Good;With;Level; 11,679.4830;  9,371.9790;    523.6510;00678;00309
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;02;S;1;Primary Rough;Right Rough;Green Side Bunker;Right Front Green Side Bunker;05913;06745;N;Y;;00000001209;1434;N/A;With;Level; 12,166.7650;  9,442.0220;    544.0620;00904;00270
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;03;S;1;Green Side Bunker;Right Front Green Side Bunker;Green;Unknown;01241;01209;N;N;;00000000078;1437;Good;With;Level; 12,225.5570;  9,526.7400;    552.0740;00030;00210
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;04;S;1;Green;Unknown;;;00078;00078;Y;N;Y;00000000000;1440;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;14; 3;04;442;01;S;1;Tee Box;;Intermediate Rough;Right Intermediate;11217;15948;N;N;;00000004765;1442;Good;With;Level; 11,333.2050;  9,329.0490;    509.0540;00250;00096
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;14; 3;04;442;02;S;1;Intermediate Rough;Right Intermediate;Green;Unknown;04656;04765;N;N;;00000000116;1449;N/A;With;Level; 10,945.3340;  9,319.1280;    503.8870;00031;00256
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;14; 3;04;442;03;S;1;Green;Unknown;;;00116;00116;Y;N;Y;00000000000;1452;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;01;S;1;Tee Box;;Primary Rough;Left Rough;09933;18180;N;N;;00000008559;1456;Good;With;Level; 11,539.2660;  9,040.2710;    504.0830;00534;00121
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;02;S;1;Primary Rough;Left Rough;Fairway;Left Fairway;04058;08559;N;N;;00000004564;1502;N/A;With;Level; 11,856.6170;  8,926.7520;    531.5560;00803;00035
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;03;S;1;Fairway;Left Fairway;Green;Unknown;04495;04564;N;N;;00000000073;1506;Good;With;Level; 12,167.1480;  8,718.4110;    552.9940;00009;00120
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;04;S;1;Green;Unknown;;;00073;00073;Y;N;Y;00000000000;1511;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;16; 5;04;481;01;S;1;Tee Box;;Intermediate Rough;Right Intermediate;10775;17496;N;N;;00000006746;1514;Good;With;Level; 11,309.1990;  8,538.6090;    498.9910;00349;00039
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;16; 5;04;481;02;S;1;Intermediate Rough;Right Intermediate;Green Side Bunker;Right Green Side Bunker;06456;06746;N;Y;;00000000350;1520;N/A;With;Level; 10,775.5900;  8,604.0240;    479.2350;00206;00133
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;16; 5;04;481;03;S;1;Green Side Bunker;Right Green Side Bunker;Green;Unknown;00419;00350;N;N;;00000000064;1523;Good;With;Level; 10,744.4790;  8,588.9390;    483.8120;00036;00197
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;16; 5;04;481;04;S;1;Green;Unknown;Green;Unknown;00095;00064;N;N;Y;00000000026;1525;Good;With;Level; 10,751.8490;  8,591.8030;    483.6830;00010;00134
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;16; 5;04;481;05;S;1;Green;Unknown;;;00026;00026;Y;N;;00000000000;1525;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;01;S;1;Tee Box;;Fairway;Left Fairway;09940;16092;N;N;;00000006151;1528;Good;With;Level; 10,595.3490;  9,138.6740;    477.1540;00108;00411
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;02;S;1;Fairway;Left Fairway;Fairway;Left Fairway;05688;06151;N;Y;;00000000780;1532;Good;With;Level; 10,636.6430;  9,610.8870;    477.5990;00595;00073
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;03;S;1;Fairway;Left Fairway;Green;Unknown;00909;00780;N;N;;00000000125;1536;N/A;With;Level; 10,576.0150;  9,656.2230;    479.0940;00111;00025
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;04;S;1;Green;Unknown;;;00125;00125;Y;N;Y;00000000000;1538;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;18; 3;03;235;01;S;1;Tee Box;;Green;Unknown;08017;08352;N;N;;00000000473;1541;Good;With;Level; 10,157.3870;  9,852.5260;    493.3450;00311;00309
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;18; 3;03;235;02;S;1;Green;Unknown;Green;Unknown;00460;00473;N;N;Y;00000000016;1546;Good;With;Level; 10,132.9100;  9,882.0120;    494.9570;00018;00205
R;PGA TOUR;2011;410;02206;688;060;David;Toms;04;TOUR Championship by Coca-Cola;East Lake GC;18; 3;03;235;03;S;1;Green;Unknown;;;00016;00016;Y;N;;00000000000;1547;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;01;S;1;Tee Box;;Primary Rough;Right Rough;11401;15372;N;N;;00000004386;1301;Good;With;Level;  9,038.9000;  9,928.3980;    480.9160;01421;00908
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;02;S;1;Primary Rough;Right Rough;Green;Unknown;03919;04386;N;N;;00000000480;1306;N/A;With;Level;  8,728.3670;  9,829.4620;    502.2660;00251;00264
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;03;S;1;Green;Unknown;Green;Unknown;00439;00480;N;N;Y;00000000045;1309;Good;With;Level;  8,698.1070;  9,809.0370;    504.1430;00008;00152
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;04;S;1;Green;Unknown;;;00045;00045;Y;N;;00000000000;1311;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;01;S;1;Tee Box;;Green;Unknown;07029;06696;N;N;;00000000305;1313;Good;With;Level;  9,206.4920; 10,004.7500;    490.2380;00048;00151
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;02;S;1;Green;Unknown;Green;Unknown;00359;00305;N;N;Y;00000000049;1316;Good;With;Level;  9,176.5630; 10,005.0660;    489.5450;00006;00094
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;03;S;1;Green;Unknown;;;00049;00049;Y;N;;00000000000;1319;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;03; 3;04;387;01;S;1;Tee Box;;Fairway;Right Fairway;10295;14112;N;N;;00000003831;1321;Good;With;Level;  8,425.5730; 10,085.9510;    508.3040;00285;00122
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;03; 3;04;387;02;S;1;Fairway;Right Fairway;Green;Unknown;03858;03831;N;N;;00000000097;1325;Good;With;Level;  8,105.2600; 10,063.1450;    523.9760;00094;00229
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;03; 3;04;387;03;S;1;Green;Unknown;;;00097;00097;Y;N;Y;00000000000;1328;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;01;S;1;Tee Box;;Fairway Bunker;Unknown;10116;16092;N;N;;00000005911;1332;Good;With;Level;  8,071.6860;  9,298.3690;    511.2840;00655;00267
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;02;S;1;Fairway Bunker;Unknown;Green;Unknown;05891;05911;N;N;;00000000212;1335;Good;With;Level;  8,123.7030;  8,810.5470;    529.2310;00208;00349
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;03;S;1;Green;Unknown;Green;Unknown;00203;00212;N;N;Y;00000000010;1340;Good;With;Level;  8,107.1570;  8,806.8650;    529.1010;00011;00145
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;04;S;1;Green;Unknown;;;00010;00010;Y;N;;00000000000;1340;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;01;S;1;Tee Box;;Fairway;Right Fairway;11295;19476;N;N;;00000008159;1343;Good;With;Level;  9,116.2570;  8,598.1740;    492.9200;00162;00093
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;02;S;1;Fairway;Right Fairway;Primary Rough;Right Rough;08509;08159;N;Y;;00000000429;1351;Good;With;Level;  9,815.7180;  8,481.9220;    485.5790;00267;00076
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;03;S;1;Primary Rough;Right Rough;Green;Unknown;00455;00429;N;N;;00000000050;1354;Good;With;Level;  9,780.0600;  8,469.0140;    485.1220;00024;00254
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;04;S;1;Green;Unknown;;;00050;00050;Y;N;Y;00000000000;1357;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;06; 4;03;209;01;S;1;Tee Box;;Water;Unknown;08033;07992;N;N;;00000000729;1401;Good;With;Level;  9,863.1100;  8,858.2900;    471.0000;00731;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;06; 4;03;209;02;P;1;Unknown;Unknown;;;00000;00729;N;N;;00000000729;1403;Unknown;Unknown;Unknown;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;06; 4;03;209;03;D;0;Unknown;;Water Drop;Unknown;02843;00729;N;N;;00000002524;1403;Unknown;Unknown;Unknown;  9,905.1100;  8,625.1600;    475.0400;00795;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;06; 4;03;209;04;S;1;Other;Unknown;Green;Unknown;02523;02524;N;N;;00000000001;1406;Good;With;Level;  9,818.6300;  8,816.8300;    476.0900;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;06; 4;03;209;05;S;1;Green;Unknown;;;00001;00001;Y;N;Y;00000000000;1408;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;07; 5;04;434;01;S;1;Tee Box;;Primary Rough;Left Rough;09998;15948;N;N;;00000005738;1410;Good;With;Level;  8,908.2480;  8,936.9770;    498.5690;00596;00175
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;07; 5;04;434;02;S;1;Primary Rough;Left Rough;Green Side Bunker;Front Left Green Side Bunker;04902;05738;N;Y;;00000000838;1415;N/A;With;Level;  8,511.9190;  8,839.7310;    517.6080;00049;00353
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;07; 5;04;434;03;S;1;Green Side Bunker;Front Left Green Side Bunker;Green;Unknown;00951;00838;N;N;;00000000110;1418;Good;With;Level;  8,437.3150;  8,813.8330;    524.0550;00020;00064
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;07; 5;04;434;04;S;1;Green;Unknown;Green;Unknown;00131;00110;N;N;Y;00000000019;1420;Good;With;Level;  8,445.9950;  8,820.3910;    523.6630;00017;00187
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;07; 5;04;434;05;S;1;Green;Unknown;;;00019;00019;Y;N;;00000000000;1421;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;01;S;1;Tee Box;;Fairway;Left Fairway;09414;14436;N;N;;00000004982;1423;Good;With;Level;  8,415.1810;  9,338.6180;    523.9730;00470;00304
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;02;S;1;Fairway;Left Fairway;Green Side Bunker;Front Center Green Side Bunker;04600;04982;N;Y;;00000000397;1429;Good;With;Level;  8,252.9070;  9,685.8670;    517.1170;00132;00238
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;03;S;1;Green Side Bunker;Front Center Green Side Bunker;Green;Unknown;00561;00397;N;N;;00000000184;1430;Good;With;Level;  8,250.7090;  9,732.2050;    522.9470;00143;00287
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;04;S;1;Green;Unknown;;;00184;00184;Y;N;Y;00000000000;1434;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;01;S;1;Tee Box;;Fairway;Right Fairway;10841;21312;N;N;;00000010592;1436;Good;With;Level;  8,947.8780;  9,545.9770;    496.0870;00554;00015
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;02;S;1;Fairway;Right Fairway;Green;Unknown;10315;10592;N;N;;00000000733;1442;Good;With;Level;  9,805.8220;  9,597.0390;    481.3990;00583;00309
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;03;S;1;Green;Unknown;Green;Unknown;00761;00733;N;N;Y;00000000040;1448;Good;With;Level;  9,828.7360;  9,537.9490;    482.5540;00040;00085
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;04;S;1;Green;Unknown;;;00040;00040;Y;N;;00000000000;1449;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;01;S;1;Tee Box;;Fairway;Right Fairway;10382;16812;N;N;;00000006454;1452;Good;With;Level; 11,117.3350;  9,988.2460;    506.4800;00107;00332
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;02;S;1;Fairway;Right Fairway;Green;Unknown;06462;06454;N;N;;00000000245;1459;Good;With;Level; 11,638.4530;  9,854.6700;    530.5760;00247;00372
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;03;S;1;Green;Unknown;Green;Unknown;00254;00245;N;N;Y;00000000012;1503;Good;With;Level; 11,631.2660;  9,834.8020;    530.9950;00004;00147
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;04;S;1;Green;Unknown;;;00012;00012;Y;N;;00000000000;1503;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;11; 5;03;197;01;S;1;Tee Box;;Green Side Bunker;Right Front Green Side Bunker;06345;07200;N;Y;;00000001032;1511;Good;With;Level; 12,135.9850;  9,841.3950;    540.4540;00512;00161
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;11; 5;03;197;02;S;1;Green Side Bunker;Right Front Green Side Bunker;Green;Unknown;01203;01032;N;N;;00000000183;1512;N/A;With;Level; 12,234.6560;  9,857.7760;    547.0920;00009;00180
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;11; 5;03;197;03;S;1;Green;Unknown;Green;Unknown;00234;00183;N;N;Y;00000000046;1514;N/A;With;Level; 12,215.8000;  9,862.5930;    546.7220;00001;00208
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;11; 5;03;197;04;S;1;Green;Unknown;Green;Unknown;00067;00046;N;N;;00000000022;1514;Good;With;Level; 12,221.4170;  9,862.3920;    546.8660;00017;00200
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;11; 5;03;197;05;S;1;Green;Unknown;;;00022;00022;Y;N;;00000000000;1515;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;01;S;1;Tee Box;;Fairway;Right Fairway;09822;13680;N;N;;00000003840;1516;Good;With;Level; 11,446.3300;  9,679.5340;    520.3730;00569;00039
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;02;S;1;Fairway;Right Fairway;Green;Unknown;03754;03840;N;N;;00000000097;1520;Good;With;Level; 11,133.6590;  9,682.8490;    510.3650;00058;00656
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;03;S;1;Green;Unknown;Green;Unknown;00122;00097;N;N;Y;00000000020;1525;Good;With;Level; 11,124.4030;  9,678.7270;    510.1470;00006;00759
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;04;S;1;Green;Unknown;;;00020;00020;Y;N;;00000000000;1525;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;13; 3;04;476;01;S;1;Tee Box;;Fairway;Left Fairway;09253;15588;N;N;;00000006275;1528;Good;With;Level; 11,699.9100;  9,468.4050;    525.2990;00415;00076
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;13; 3;04;476;02;S;1;Fairway;Left Fairway;Green;Unknown;06255;06275;N;N;;00000000020;1532;Good;With;Level; 12,217.1110;  9,527.7910;    551.9580;00001;00137
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;13; 3;04;476;03;S;1;Green;Unknown;;;00020;00020;Y;N;Y;00000000000;1537;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;14; 5;04;442;01;S;1;Tee Box;;Primary Rough;Left Rough;10665;15948;N;N;;00000005547;1539;Good;With;Level; 11,381.7000;  9,199.5920;    515.2490;01169;00759
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;14; 5;04;442;02;S;1;Primary Rough;Left Rough;Green Side Bunker;Front Left Green Side Bunker;04681;05547;N;Y;;00000001038;1544;N/A;With;Level; 10,996.6750;  9,260.4880;    500.0290;00702;00227
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;04;TOUR Championship by Coca-Cola;East Lake GC;14; 5;04;442;03;S;1;Green Side Bunker;Front Left Green Side Bunker;Green;Unknown;00873;01038;N;N;;00000000169;1546;Good;With;Level; 10,947.6720;  9,314.0970;    503.7090;00090;00313
